"","StateLabel","childBearingYear","byear","Married","Age","Sex","ChildrenNum","Educ","LiveParents","Employment","WomenSameRightMen","MenJobs","FinacialSatisfaction","HousewifeFulfilling","menBeterLeader","UniversityBoy","preSchoolMother","womenJobIndependen","womenEarnMore","menBetterExec","State","StateCode","townSize","sexratio","rural_male","rural_female","urban_male","urban_female","sexRatioRural","sexRatioUrban","childSexRatio2011","childSexRatio2001"
"97","AP",1967,1947,1,65,2,2,-3,0,1,5,-1,5,-1,-1,2,-1,1,-1,-1,"Andhra Pradesh",28,2,1.04907992992664,226720,219945,140373,129974,1.03080315533429,1.08000830935418,1.06044538706257,1.04058272632674
"98","AP",1980,1960,1,52,1,2,2,0,1,5,1,7,1,2,3,2,1,3,3,"Andhra Pradesh",28,2,1.06855782327517,292069,275252,206098,190953,1.06109674044149,1.07931271045755,1.06044538706257,1.04058272632674
"99","AP",1978,1958,1,55,1,3,2,0,1,5,-1,5,1,4,4,4,1,-1,4,"Andhra Pradesh",28,2,1.03531101180267,263365,258441,174262,164260,1.01905270448574,1.0608912699379,1.06044538706257,1.04058272632674
"100","AP",2010,1990,1,22,1,2,2,0,1,5,1,7,2,4,4,4,1,2,2,"Andhra Pradesh",28,4,1.06636903346816,427167,401198,223236,208725,1.06472863773,1.0695220984549,1.06044538706257,1.04058272632674
"101","AP",2012,1992,6,20,1,-2,7,1,6,5,1,4,1,3,1,1,1,-1,3,"Andhra Pradesh",28,2,NA,NA,NA,NA,NA,NA,NA,1.06044538706257,1.04058272632674
"102","AP",1952,1932,1,81,1,2,4,0,4,5,1,7,4,4,4,4,1,3,4,"Andhra Pradesh",28,2,0.898254208730372,118269,144735,72054,67146,0.817141672712198,1.07309445089804,1.06044538706257,1.04058272632674
"103","AP",2005,1985,1,28,1,2,8,0,1,8,2,8,1,1,1,4,1,1,4,"Andhra Pradesh",28,2,1.0756149261034,498314,463439,235947,219204,1.0752526222437,1.07638090545793,1.06044538706257,1.04058272632674
"104","AP",1952,1932,1,84,1,3,2,0,4,5,-1,4,-1,-1,-1,-1,-1,1,-1,"Andhra Pradesh",28,2,0.898254208730372,118269,144735,72054,67146,0.817141672712198,1.07309445089804,1.06044538706257,1.04058272632674
"105","AP",2009,1989,1,23,2,0,6,0,5,8,2,8,1,3,1,1,1,-1,3,"Andhra Pradesh",28,2,1.05354365194541,404921,385252,201268,190129,1.05105489393955,1.05858653861326,1.06044538706257,1.04058272632674
"106","AP",1967,1947,1,65,2,2,-3,0,1,5,-1,5,-1,-1,2,-1,1,-1,-1,"Andhra Pradesh",28,2,1.04907992992664,226720,219945,140373,129974,1.03080315533429,1.08000830935418,1.06044538706257,1.04058272632674
